SourceOccurrenceId	SourceTaxonId	Kingdom	Phylum	Class	Order/Subclass/Superorder	Superfamily	Family	Species	IUCN Status	Habitat	Citation	ReportedSpeciesName	ReportedSourceFamily	TypeOfIncon	LocalityID	LocalityName	YYYY	DOI	referenceUrl	ReferenceCitation
304	WORMS:448076	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva amethystina (Röding, 1798)	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva amethystina (Röding, 1798)	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
305	WORMS:1322453	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva angustata Marrat, 1868	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva angustata Marrat, 1868	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
306	WORMS:208385	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva annulata (Gmelin, 1791)	Not Evaluated	Marine	Wong and Arshad (2011)	Oliva annulata (Gmelin, 1791)	Olividae	nomen dubium	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
307	WORMS:448092	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva buelowi phuketensis Tursch, Germain & Greifeneder, 1986	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva buelowi phuketensis Tursch, Germain & Greifeneder, 1986	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
308	WORMS:448093	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva bulbiformis Duclos, 1840	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva bulbiformis Duclos, 1840	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
309	WORMS:208388	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva caerulea (Röding, 1798)	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva caerulea (Röding, 1798)	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
310	WORMS:208376	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva carneola (Gmelin, 1791)	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva carneola (Gmelin, 1791)	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
311	WORMS:448094	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva chrysoplecta Tursch & Greifeneder, 1989	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva chrysoplecta Tursch & Greifeneder, 1989	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
312	WORMS:448095	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva concavospira G. B. Sowerby III, 1914	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva concavospira G. B. Sowerby III, 1914	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
313	WORMS:208390	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva elegans Lamarck, 1811	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva elegans Lamarck, 1811	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
314	WORMS:999698	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva guttata Fischer von Waldheim, 1808	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva tessellata Lamarck, 1811	Olividae	Unaccepted	1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
315	WORMS:465667	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva hanleyorum Petuch & Sargent, 1986	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva hanleyorum Petuch & Sargent, 1986	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
316	WORMS:869032	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva hirasei hirasei Kuroda & Habe, 1952	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva hirasei hirasei Kuroda & Habe, 1952	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
317	WORMS:208368	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva irisans Lamarck, 1811	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva irisans Lamarck, 1811	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
318	WORMS:448118	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva keenii Marrat, 1870	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva keenii Marrat, 1870	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
319	WORMS:1322757	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva mantichora intricata Dautzenberg, 1927	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva mantichora intricata Dautzenberg, 1927	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
320	WORMS:448126	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva mindanaoensis Petuch & Sargent, 1986	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva mindanaoensis Petuch & Sargent, 1986	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
321	WORMS:208379	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva miniacea (Röding, 1798)	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva miniacea (Röding, 1798)	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
322	WORMS:1322759	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva multiplicata labuanensis Marrat, 1871	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva multiplicata labuanensis Marrat, 1871	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
323	WORMS:1322758	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva multiplicata multiplicata Reeve, 1850	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva multiplicata multiplicata Reeve, 1850	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
324	WORMS:1025975	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva mustelina mustelina Lamarck, 1811	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva mustelina mustelina Lamarck, 1811	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
325	WORMS:1025973	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva mustelina virgata Sterba, 2005	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva mustelina virgata Sterba, 2005	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
326	WORMS:1322761	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva neostina raderi Petuch & Sargent, 1986	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva neostina raderi Petuch & Sargent, 1986	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
327	WORMS:208396	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva oliva (Linnaeus, 1758)	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva oliva (Linnaeus, 1758)	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
328	WORMS:1321173	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva ozodona nellyae Cossignani, 2017	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva ozodona nellyae Cossignani, 2017	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
329	WORMS:208365	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva panniculata Duclos, 1835	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva panniculata Duclos, 1835	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
330	WORMS:448138	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva parkinsoni Prior, 1975	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva parkinsoni Prior, 1975	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
331	WORMS:448146	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva reticulata (Röding, 1798)	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva reticulata (Röding, 1798)	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
332	WORMS:1322762	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva samarensis Johnson, 1915	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva samarensis Johnson, 1915	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
333	WORMS:208391	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva sericea (Röding, 1798)	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva sericea (Röding, 1798)	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
334	WORMS:867807	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva staleyi Perini, 2011	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva staleyi Perini, 2011	Olividae	Unaccepted (unavailable name; electronic only publication without ZooBank registration)	1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
335	WORMS:448158	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva tigridella Duclos, 1835	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva tigridella Duclos, 1835	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
336	WORMS:208367	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva todosina Duclos, 1840	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva todosina Duclos, 1840	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
337	WORMS:208399	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva tremulina Lamarck, 1811	Not Evaluated	Marine	Al-Asif et al. (2020)	Oliva tremulina	Olividae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
338	WORMS:448160	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva tricolor Lamarck, 1811	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva tricolor Lamarck, 1811	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
339	WORMS:448164	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva vidua (Röding, 1798)	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva vidua (Röding, 1798)	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
340	WORMS:448166	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Olividae	Oliva xenos Petuch & Sargent, 1986	Not Evaluated	Marine	Raven and Recourt (2018)	Oliva xenos Petuch & Sargent, 1986	Olividae		1738167	Miri	2018		https://www.researchgate.net/publication/329351837_Notes_on_molluscs_from_NW_Borneo_4_Olivoidea_Gastropoda_Neogastropoda_with_the_description_of_eight_new_species	Raven, H., & Recourt, P. (2018). Notes on molluscs from NW Borneo. 4. Olivoidea (Gastropoda, Neogastropoda), with the description of eight new species. Vita Malacologica, 17, 113–155.
341	WORMS:509908	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Onchidiidae	Peronia verruculata (Cuvier, 1830)	Not Evaluated	Marine	Shabdin (2010)	Onchidium verraculatum		Unaccepted	1735843	Rajang delta	2010		https://www.ums.edu.my/ibtpv2/images/publication/JTBC/JTBC-VOL-7/2%20-%20shabdin.pdf	Shabdin, Mohd Long. (2010). Macrofauna of Rajang River, Sarawak, Malaysian Borneo. Journal of Tropical Biology and Conservation, 7(1), 11–30.
342	WORMS:431078	Animalia	Mollusca	Gastropoda	Neogastropoda	Olivoidea 	Ovulidae	Volva volva (Linnaeus, 1758)	Not Evaluated	Marine	Morni et al. (2017)	Volva volva (Linnaeus, 1758)	Ovulidae		1733038	EEZ, Sarawak	2017		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5300008/	Morni, W. Z. W., Rahim, S. A. K. A., Rumpet, R., Musel, J., & Hassan, R. (2017). Checklist of Gastropods from the Exclusive Economic Zone (EEZ), Sarawak, Malaysia. Tropical Life Sciences Research, 28(1), 117–129.
343	WORMS:740337  	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Brotia clavaeformis (Brot, 1875)	Not Evaluated 	Freshwater	Köhler and Glaubrecht (2002b)	Melania clavaeformis Brot, 1874	Pachychilidae	Unaccepted (invalid: junior homonym of Melania clavaeformis I. Lea, 1842)	1733038	Sarawak	2002	https://doi.org/10.1002/mmnz.20020780107	https://onlinelibrary.wiley.com/doi/abs/10.1002/mmnz.20020780107	Köhler, Frank, & Glaubrecht, M. (2002b). Annotated catalogue of the nominal taxa of Southeast Asian freshwater gastropods, family pachychilidae troschel, 1857 (Mollusca, caenogastropoda, cerithioidea), with an evaluation of the types. Zoosystematics and Evolution, 78(1), 121–156. 
344	WORMS:740349	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Brotia costula (Rafinesque, 1833)	Least Concern	Freshwater	Hamli et al. (2013)	Brotia costula (Troschel, 1837)	Pachychilidae 	WrongAuthorName	1733038	Sarawak	2013	https://doi.org/10.3923/jfas.2013.412.418	https://scialert.net/abstract/?doi=jfas.2013.412.418	Hamli, H., Idris, M. H., Abu Hena, M. K., Wong, S. K., & Arshad, A. (2013). Checklist and habitat descriptions of edible gastropods from Sarawak, Malaysia. Journal of Fisheries and Aquatic Science, 8(2), 412–418.
345	WORMS:740349	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Brotia costula (Rafinesque, 1833)	Least Concern	Freshwater	Köhler and Glaubrecht (2002b)	Brotia costula (Rafinesque, 1833)	Pachychilidae		1733038	Sarawak	2002	https://doi.org/10.1002/mmnz.20020780107	https://onlinelibrary.wiley.com/doi/abs/10.1002/mmnz.20020780107	Köhler, Frank, & Glaubrecht, M. (2002b). Annotated catalogue of the nominal taxa of Southeast Asian freshwater gastropods, family pachychilidae troschel, 1857 (Mollusca, caenogastropoda, cerithioidea), with an evaluation of the types. Zoosystematics and Evolution, 78(1), 121–156. 
346	WORMS:740335	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Brotia praetermissa Köhler & Glaubrecht, 2002	Not Evaluated 	Freshwater	Köhler and Glaubrecht (2002a)	Brotia praetermissa Köhler & Glaubrecht, 2002	Pachychilidae		1756242	Borneo	2002	https://doi.org/10.1093/mollus/68.4.353	https://academic.oup.com/mollus/article/68/4/353/1004682	Köhler, Frank, & Glaubrecht, M. (2002a). A new species of Brotia H. Adams, 1866 (Caenogastropoda: Cerithioidea: Pachychilidae). Journal of Molluscan Studies, 68(4), 353–357. 
347	WORMS:1057856	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Brotia siamensis (Brot, 1886)	Data Deficient	Freshwater	Hamli et al. (2020b)	Melanoides tuberculata	Pachychilidae		1737486	Bintulu	2020	https://doi.org/10.3923/sjsres.2020.23.27	https://scialert.net/abstract/?doi=sjsres.2020.23.27	Hamli, H., Azmai, S. H. S., Hamed, S. A., & Al-Asif, A. (2020b). Diversity and habitat characteristics of local freshwater Gastropoda (Caenogastropoda) from Sarawak, Malaysia. Singapore Journal of Scientific Research, 10(1), 23–27. 
348	WORMS:1057856	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Brotia siamensis (Brot, 1886)	Data Deficient	Freshwater	Hamli et al. (2020c)	Brotia siamensis	Pachychilidae		1737486	Bintulu	2020	https://doi.org/10.21315/tlsr2020.31.2.7	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7470478/	Hamli, H., Hamed, N. A., Azmai, S. H. S., & Idris, M. H. (2020c). Conchology variations in species identification of pachychilidae (Mollusca, gastropoda, cerithiodea) through multivariate analysis. Tropical Life Sciences Research, 31(2), 145–158. 
349	WORMS:1058864	Animalia	Mollusca	Gastropoda	Caenogastropoda	Cerithioidea	Pachychilidae	Sulcospira agrestis (Reeve, 1860)	Not Evaluated 	Freshwater	Köhler and Dames (2009)	Sulcospira agrestis	Pachychilidae		1756242	Sabah and Sarawak	2009	https://doi.org/10.1111/j.1096-3642.2009.00541.x	https://academic.oup.com/zoolinnean/article/157/4/679/2732022	Köhler, F., & Dames, C. (2009). Phylogeny and systematics of the pachychilidae of mainland south-east asia - Novel insights from morphology and mitochondrial DNA (Mollusca, Caenogastropoda, Cerithioidea). Zoological Journal of the Linnean Society, 157(4), 679–699.
