SourceOccurrenceId	SourceTaxonId	Kingdom	Phylum	Class	Order/Subclass/Superorder	Superfamily	Family	Species	IUCN Status	Habitat	Citation	ReportedSpeciesName	ReportedSourceFamily	TypeOfIncon	LocalityID	LocalityName	YYYY	DOI	referenceUrl	ReferenceCitation
128	WORMS:558424	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta siamensis (Morelet, 1875)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Laemodonta siamensis (Morelet, 1875)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
129	WORMS:205794	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta sp.3 Philippi, 1846	Not Evaluated	Marine	Ashton et al. (2003)	Laemodonta sp.	Ellobiidae		1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
130	WORMS:764337	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta typica (H. Adams & A. Adams, 1854)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Laemodonta typica (H. Adams & A. Adams, 1854)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
131	WORMS:205794	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta sp.1 Philippi, 1846	Not Evaluated	Marine	Shabdin (2010)	Laemodonta sp.1 Philippi, 1846			1735843	Rajang delta	2010		https://www.ums.edu.my/ibtpv2/images/publication/JTBC/JTBC-VOL-7/2%20-%20shabdin.pdf	Shabdin, Mohd Long. (2010). Macrofauna of Rajang River, Sarawak, Malaysian Borneo. Journal of Tropical Biology and Conservation, 7(1), 11–30.
132	WORMS:205794	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Laemodonta sp.2 Philippi, 1846	Not Evaluated	Marine	Matsumoto et al. (2017)	Cassidula sp.	Ellobiidae		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
133	WORMS:760804	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Melampus adamsianus L. Pfeiffer, 1855	Not Evaluated	Marine	Raven and Vermeulen (2006)	Melampus adamsianus Pfeiffer, 1854	Ellobiidae	YearChanged	1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
134	WORMS:760806	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Melampus fasciatus (Deshayes, 1830)	Data Deficient	Marine	Raven and Vermeulen (2006)	Melampus fasciatus (Deshayes, 1830)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
135	WORMS:574841	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Melampus granifer (Mousson, 1849)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Melampus granifer (Mousson, 1849)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
136	WORMS:760814	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Melampus nucleolus Martens, 1865	Not Evaluated	Marine	Raven and Vermeulen (2006)	Melampus nucleolus Martens, 1865	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
137	WORMS:882004	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Melampus pulchellus (Petit de la Saussaye, 1843)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Melampus pulchellus (Petit de la Saussaye, 1843)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
138	WORMS:574840	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Melampus sincaporensis L. Pfeiffer, 1855	Least Concern	Marine	Raven and Vermeulen (2006)	Melampus sincaporensis L. Pfeiffer, 1855	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
139	WORMS:580834	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Microtralia alba (Gassies, 1865)	Not Evaluated	Marine	Raven and Vermeulen (2006)	Microtralia alba (Gassies, 1865)	Ellobiidae		1756242	Sabah and Sarawak	2006		https://www.researchgate.net/publication/318300041_Notes_on_molluscs_from_NW_Borneo_and_Singapore_2_A_synopsis_of_the_Ellobiidae_Gastropoda_Pulmonata	Raven, H., & Vermeulen, J. J. (2006). Notes on molluscs from NW Borneo and Singapore. 2. A synopsis of the Ellobiidae (Gastropoda, Pulmonata). Vita Malacologia, 4, 29–62.
140	WORMS:139673  	Animalia	Mollusca	Gastropoda	Ellobiida	Ellobioidea	Ellobiidae	Myosotella myosotis (Draparnaud, 1801)	Least Concern	Marine	Al-Asif et al. (2020)	Myosotella myosotis	Ellobiidae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
141	WORMS:607908	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Fasciolariidae	Filifusus filamentosus (Röding, 1798)	Not Evaluated	Marine	Al-Asif et al. (2020)	Filifusus filamentosus	Fasciolariidae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
142	WORMS:208605	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Fasciolariidae	Fusinus colus (Linnaeus, 1758)	Not Evaluated	Marine	Morni et al. (2017)	Fusinus colus (Linnaeus, 1758)	Fasciolariidae		1733038	EEZ, Sarawak	2017		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5300008/	Morni, W. Z. W., Rahim, S. A. K. A., Rumpet, R., Musel, J., & Hassan, R. (2017). Checklist of Gastropods from the Exclusive Economic Zone (EEZ), Sarawak, Malaysia. Tropical Life Sciences Research, 28(1), 117–129.
143	WORMS:449683	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Fasciolariidae	Fusinus salisburyi Fulton, 1930	Not Evaluated	Marine	Al-Asif et al. (2020)	Fusinus salisburyi	Fasciolariidae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
144	WORMS:208048	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Fasciolariidae	Peristernia nassatula (Lamarck, 1822)	Not Evaluated	Marine	Al-Asif et al. (2020)	Peristernia nassatula	Fasciolariidae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
145	WORMS:489168	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Fasciolariidae	Pustulatirus mediamericanus (Hertlein & A. M. Strong, 1951)	Not Evaluated	Marine	Wong and Arshad (2011)	Latirus mediamericanus Hertlein & A. M. Strong, 1951	Fasciolariidae	Unaccepted	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
146	WORMS:489066	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinoidea	Fasciolariidae	Turrilatirus turritus (Gmelin, 1791)	Not Evaluated	Marine	Wong and Arshad (2011)	Latirus turritus (Gmelin, 1791)	Fasciolariidae	Unaccepted	1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
147	WORMS:527725	Animalia	Mollusca	Gastropoda	Littorinimorpha	Ficoidea 	Ficidae	Ficus filosa (G. B. Sowerby III, 1892)	Not Evaluated	Marine	Morni et al. (2017)	Ficus filosa (G. B. Sowerby III, 1892)	Ficidae		1733038	EEZ, Sarawak	2017		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5300008/	Morni, W. Z. W., Rahim, S. A. K. A., Rumpet, R., Musel, J., & Hassan, R. (2017). Checklist of Gastropods from the Exclusive Economic Zone (EEZ), Sarawak, Malaysia. Tropical Life Sciences Research, 28(1), 117–129.
148	WORMS:1374251	Animalia	Mollusca	Gastropoda	Cephalaspidea	Haminoeoidea	Haminoeidae	Haloa natalensis (Krauss, 1848)	Not Evaluated	Marine	Al-Asif et al. (2020)	Haloa natalensis	Haminoeidae 		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
149	WORMS:208160	Animalia	Mollusca	Gastropoda	Neogastropoda	Neogastropoda 	Harpidae	Harpa articularis Lamarck, 1822	Not Evaluated	Marine	Morni et al. (2017)	Harpa articularis Lamarck, 1822	Harpidae		1733038	EEZ, Sarawak	2017		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5300008/	Morni, W. Z. W., Rahim, S. A. K. A., Rumpet, R., Musel, J., & Hassan, R. (2017). Checklist of Gastropods from the Exclusive Economic Zone (EEZ), Sarawak, Malaysia. Tropical Life Sciences Research, 28(1), 117–129.
150	WORMS:208166	Animalia	Mollusca	Gastropoda	Neogastropoda	Neogastropoda 	Harpidae	Harpa major Röding, 1798	Not Evaluated	Marine	Wong and Arshad (2011)	Harpa major Röding, 1798	Harpidae		1733710	Pulau Mabul, Sabah	2011	https://doi.org/10.3923/jfas.2011.669.699	https://scialert.net/abstract/?doi=jfas.2011.669.699	Wong, N. L. W. S., & Arshad, A. (2011). A brief review on marine shelled mollusca (Gastropoda and Bivalvia) record in Malaysia. Journal of Fisheries and Aquatic Science, 6(7), 669–699.
151	WORMS:527647	Animalia	Mollusca	Gastropoda	Littorinimorpha	Truncatelloidea	Iravadiidae	Iravadia quadrasi (O. Boettger, 1893)	Not Evaluated	Marine	Ashton et al. (2003)	Iravadia cf. reticulata Brandt, 1968	Iravadiidae	Unaccepted	1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
152	WORMS:733346	Animalia	Mollusca	Gastropoda	Scalpellomorpha	Lepadoidea	Lepadidae	Lepas (Anatifa) anatifera Linnaeus, 1758	Not Evaluated	Marine	Raven (2019)	Lepas anitifera (Linnaeus, 1758)		Alternate representation	1738167	Miri	2019		https://www.researchgate.net/publication/331358040_Notes_on_molluscs_from_NW_Borneo_-_Dispersal_of_molluscs_through_nipa_rafts	Raven, H. (2019). Notes on molluscs from NW Borneo - Dispersal of molluscs through nipa rafts. The Festivus, 51(1), 3–10.
153	WORMS:437373	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Echinolittorina millegrana (Philippi, 1848)	Not Evaluated	Marine	Shabdin et al. (2014)	Nodilittorina milegrana		Unaccepted	1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
154	WORMS:445609	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria carinifera (Menke, 1830)	Not Evaluated	Marine	Matsumoto et al. (2017)	Littoraria carinifera	Littorinidae		1736483	Marudu Bay	2017		https://iwlearn.net/resolveuid/9edc3b9c-24ac-47a8-a1c7-fb1c2ff9da7b	Matsumoto, M. B., Saleh, E., Waheed, Z., Muhammad Ali, S., & Madin, J. (2017). Marine profiling of Marudu Bay, Sabah, Malaysia: Final Report.pp.88.
155	WORMS:445609	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria carinifera (Menke, 1830)	Not Evaluated	Marine	Ashton et al. (2003)	Littoraria carinifera (Menke, 1830)	Littorinidae		1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
156	WORMS:445608	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria conica (Philippi, 1846)	Not Evaluated	Marine	Raven (2019)	Littoraria conica (Philippi, 1846)			1738167	Miri	2019		https://www.researchgate.net/publication/331358040_Notes_on_molluscs_from_NW_Borneo_-_Dispersal_of_molluscs_through_nipa_rafts	Raven, H. (2019). Notes on molluscs from NW Borneo - Dispersal of molluscs through nipa rafts. The Festivus, 51(1), 3–10.
157	WORMS:446913	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria fasciata (Gray, 1839)	Not Evaluated	Marine	Shabdin et al. (2014)	Littorina fasciata		Unaccepted (original combination)	1735616	Sampadi Island	2014		https://www.researchgate.net/publication/269395974_Marine_Gastropod_and_Bivalves_of_Sampadi_Island_Lundu_Sarawak	Shabdin, M.L., Azizil, A., Abg, F., Atiqah, S., & Rahim, A. (2014). Marine gastropod and bivalves of Sampadi Island, Lundu, Sarawak. Proceedings of Aquatic Science Colloquium on Pulau Sampadi Marine Life Expedition, September, 75–87.
158	WORMS:446913	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria fasciata (Gray, 1839)	Not Evaluated	Marine	Shabdin and Hidir (2008)	Littorina fasciata		Unaccepted (original combination)	1751136	Pendam	2008		https://www.academia.edu/2572976/PLANT_AND_GASTROPODS_ZONATIONIN_SUNGAI_SEJAIE_MANGROYE_SARAWAK	Shabdin, M. L., & Hidir, M. (2008). Plant and gastropods zonation in Sungai Sejaie Mangrove, Sarawak. The Sarawak Museum Journal, 65, 301–313.
159	WORMS:208938	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria intermedia (Philippi, 1846)	Not Evaluated	Marine	Al-Asif et al. (2020)	Littoraria intermedia	Littorinidae		1737625	Lawas	2020	https://doi.org/10.13057/biodiv/d211019	https://smujo.id/biodiv/article/view/6548	Al-Asif, A., Hamli, H., Abu Hena, M. K., Idris, M. H., Gerusu, G. J., Ismail, J. Bin, & Karim, N. U. (2020). Benthic macrofaunal assemblage in seagrass-mangrove complex and adjacent ecosystems of Punang-Sari Estuary, Lawas, Sarawak, Malaysia. Biodiversitas, 21(10), 4606–4615.
160	WORMS:208937	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria pallescens (Philippi, 1846)	Not Evaluated	Marine	Raven (2019)	Littoraria pallescens (Philippi, 1846)			1738167	Miri	2019		https://www.researchgate.net/publication/331358040_Notes_on_molluscs_from_NW_Borneo_-_Dispersal_of_molluscs_through_nipa_rafts	Raven, H. (2019). Notes on molluscs from NW Borneo - Dispersal of molluscs through nipa rafts. The Festivus, 51(1), 3–10.
161	WORMS:208939	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria scabra (Linnaeus, 1758)	Not Evaluated	Marine	Yusop (2014)	Littoraria scabra (Linnaeus, 1758)	Littorinidae		1737486	Bintulu	2014		http://discoverylib.upm.edu.my/discovery/Record/556747	Yusop, Y. (2014). Distribution and Diversity of Gastropods from Bintulu Rocky shore. Universiti Putra Malaysia.
162	WORMS:208939	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria scabra (Linnaeus, 1758)	Not Evaluated	Marine	 Shabdin (2010)	Littorina scabra		Unaccepted	1735843	Rajang delta	2010		https://www.ums.edu.my/ibtpv2/images/publication/JTBC/JTBC-VOL-7/2%20-%20shabdin.pdf	Shabdin, Mohd Long. (2010). Macrofauna of Rajang River, Sarawak, Malaysian Borneo. Journal of Tropical Biology and Conservation, 7(1), 11–30.
163	WORMS:208939	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria scabra (Linnaeus, 1758)	Not Evaluated	Marine	Shabdin and Hidir (2008)	Littorina scabra		Unaccepted	1751136	Pendam	2008		https://www.academia.edu/2572976/PLANT_AND_GASTROPODS_ZONATIONIN_SUNGAI_SEJAIE_MANGROYE_SARAWAK	Shabdin, M. L., & Hidir, M. (2008). Plant and gastropods zonation in Sungai Sejaie Mangrove, Sarawak. The Sarawak Museum Journal, 65, 301–313.
164	WORMS:445554	Animalia	Mollusca	Gastropoda	Littorinimorpha	Littorinoidea 	Littorinidae	Littoraria vespacea D. Reid, 1986	Not Evaluated	Marine	Ashton et al. (2003)	Littoraria vespacea Reid, 1986	Littorinidae		1737015	Sematan	2003	https://doi.org/10.1017/S0266467403003158	https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/baseline-study-of-the-diversity-and-community-ecology-of-crab-and-molluscan-macrofauna-in-the-sematan-mangrove-forest-sarawak-malaysia/2C21C33D600716C1AB6DD3BFD928F134	Ashton, E. C., Macintosh, D. J., & Hogarth, P. J. (2003). A baseline study of the diversity and community ecology of crab and molluscan macrofauna in the Sematan mangrove forest, Sarawak, Malaysia. Journal of Tropical Ecology, 19(2), 127–142. 
